Mark,WIND,Competitor,Nat,Venue,Date
10.67,0.0,Kevin MOORE,MLT,Sydney (AUS),2015-03-07
10.67,20.0,Nick SOLE,USA,"Riverside, CA (USA)",2015-03-07
10.67,14.0,Bismarck EBIWEH,USA,"Lake Charles, LA (USA)",2015-03-14
10.67,15.0,Corey PARKS,USA,"El Paso, TX (USA)",2015-05-16
10.67,15.0,Joey COLUCCI,USA,"Redlands, CA (USA)",2015-05-15
10.67,13.0,Tahshon REESE,USA,"Muncie, IN (USA)",2015-05-15
10.67,-2.0,Alex ELLISON,USA,"Tallahassee, FL (USA)",2015-05-15
10.67,-2.0,Darius WATKINS,USA,"Tallahassee, FL (USA)",2015-05-15
10.67,6.0,Cumali Umutcan EMEKTAÅž,TUR,Isparta (TUR),2015-05-09
10.67,7.0,William BARNES,USA,"Akron, OH (USA)",2015-05-09
10.67,13.0,Cody WARNER,USA,"Monmouth, OR (USA)",2015-05-08
10.67,1.0,Tom GRANT,USA,"Allendale, MI (USA)",2015-05-08
10.67,15.0,Hugh PEGAN,USA,"Los Angeles, CA (USA)",2015-05-02
10.67,16.0,Deyvon HOWELL,USA,"Greensboro, NC (USA)",2015-05-01
10.67,0.0,Eddie SCOTT,USA,"Orlando, FL (USA)",2015-04-30
10.67,12.0,David WALTERS,ISV,"Jacksonville, FL (USA)",2016-05-04
10.67,15.0,Deon POLK,USA,"De Pere, WI (USA)",2015-04-18
10.67,13.0,Alexis NIEVES,VEN,Barinas (VEN),2015-04-17
10.67,2.0,Eric HARRIS,USA,"Atlanta, GA (USA)",2015-04-17
10.67,-2.0,Omar LANE,USA,"Atlanta, GA (USA)",2015-04-17
10.67,4.0,Justin GRAY,BAH,"Coral Gables, FL (USA)",2015-04-11
10.67,10.0,Christopher WALKER,USA,"Greenville, NC (USA)",2015-04-11
10.67,6.0,Shamon EHIEMUA,USA,"Houston, TX (USA)",2015-04-03
10.67,9.0,Matt GIBSON,USA,"Clinton, MS (USA)",2015-04-03
10.67,6.0,Haiko Bruno ZIMMERMANN,BRA,Campinas (BRA),2015-03-28
10.67,13.0,Jordan RIGGINS,USA,"Sacramento, CA (USA)",2015-03-28
10.67,18.0,Justin DAVIS,USA,"Jacksonville, FL (USA)",2015-03-28
10.67,20.0,Leslie ROMER,USA,"Indianapolis, IN (USA)",2015-03-21
10.67,7.0,Clayton COATES,JAM,Kingston (JAM),2015-03-21
10.67,9.0,Devontae CARSON,USA,"Montevallo, AL (USA)",2015-04-18
10.67,16.0,Roshard WILLIAMS,USA,"Storrs, CT (USA)",2015-05-16
10.67,-11.0,Davon ANDERSON,USA,"Fayetteville, AR (USA)",2016-05-06
10.67,2.0,Paul DEDEWO,USA,"Sacramento, CA (USA)",2016-05-07
10.67,18.0,Matt GIBSON,USA,"Clinton, MS (USA)",2018-04-13
10.67,8.0,Zion HOWARD,USA,"Bethlehem, PA (USA)",2018-04-14
10.67,20.0,Chris WILLIAMS,USA,"Houston, TX (USA)",2018-04-19
10.67,10.0,Tim EHRHARDT,USA,"Charlottesville, VA (USA)",2018-04-20
10.67,7.0,Rashaad POLLARD,USA,"Clinton, MS (USA)",2018-04-21
10.67,1.0,Jevaughn WHYTE,JAM,"STETHS, Santa Cruz (JAM)",2020-01-25
10.67,0.0,Shingirai HLANGUYO,ZIM,"Jesse Owens Track, Los Angeles, CA (USA)",2020-02-29
10.67,10.0,Kristopher MOORE,USA,"Flowood, MS (USA)",2018-04-21
10.67,15.0,Larry GRIER,USA,"Tallahassee, FL (USA)",2018-04-25
10.67,10.0,Jalen BUSSEY,USA,"Wesley Chapel, FL (USA)",2018-04-25
10.67,-7.0,Tomislav KAÅ NAR,CRO,Zagreb (CRO),2013-06-08
10.67,-4.0,Marquavias CURETON,USA,"Montreat, NC (USA)",2018-04-27
10.67,7.0,Isaac HING,USA,"Tucson, AZ (USA)",2018-04-28
10.67,18.0,Damar FORBES,JAM,"Baton Rouge, LA (USA)",2018-04-28
10.67,9.0,Marcelo FERREIRA NEVES,BRA,Porto Alegre (BRA),2018-04-28
10.67,8.0,Tevin DONNELL,USA,"Golden, CO (USA)",2018-04-29
10.67,16.0,Diego Aldo PETTOROSSI,ITA,Modena (ITA),2018-05-05
10.67,13.0,Chad JONES,JAM,Kingston (JAM),2018-05-05
10.67,9.0,Ismael DIOP,FRA,Longjumeau (FRA),2018-05-06
10.67,15.0,Abraham DIARRASSOUBA,CIV,Franconville (FRA),2018-05-06
10.67,-16.0,Darius BERRY,USA,"Hattiesburg, MS (USA)",2018-05-11
10.67,19.0,Brandan LANE,USA,"Cookeville, TN (USA)",2018-05-11
10.67,16.0,BalÃ¡zs BAJI,HUN,Miskolc (HUN),2018-05-12
10.67,13.0,Dekan EKPO,USA,"Waco, TX (USA)",2018-05-12
10.67,-3.0,Dimitrios Eleutherios STERGIOULIS,GRE,Rhodes (GRE),2018-05-12
10.67,14.0,Alec DURAN,USA,"San Diego, CA (USA)",2018-03-24
10.67,13.0,Jaime RODRÃGUEZ,ARG,ConcepciÃ³n del Uruguay (ARG),2018-03-23
10.67,12.0,Nicardo CAMERON,JAM,"Jacksonville, FL (USA)",2018-03-23
10.67,-6.0,Max AZOR,BAH,Nassau (BAH),2018-03-16
10.67,6.0,Bernard FREEMAN,USA,"Fairfax, VA (USA)",2016-05-07
10.67,16.0,Rj RAMIREZ,USA,"Spearfish, SD (USA)",2016-05-08
10.67,7.0,Emile CESAIRE,USA,"Rome, GA (USA)",2016-05-13
10.67,10.0,Salim MUHAMMAD,GBR,Lee Valley (GBR),2016-05-14
10.67,12.0,Marshall MCRAE,USA,"Lafayette, LA (USA)",2016-05-14
10.67,20.0,Karson KOWALCHUK,CAN,London (CAN),2016-05-15
10.67,-2.0,Song ZHANG,CHN,Taiyuan (CHN),2016-05-20
10.67,-6.0,Omar LONGART,VEN,Barquisimeto (VEN),2016-05-20
10.67,15.0,Kenneth ILOAKAGBUNE,NGR,Sapele (NGR),2016-05-21
10.67,17.0,Mathue TAPPER,JAM,Kingston (JAM),2016-05-28
10.67,5.0,Simon SCHLEBACH,GER,Weinheim (GER),2016-05-29
10.67,6.0,Luka RAKIÄ†,MNE,Nova Gorica (SLO),2016-06-04
10.67,8.0,Marcus GAYLOR,USA,"Eugene, OR (USA)",2016-05-06
10.67,14.0,Francesco CARRIERI,ITA,Cagliari (ITA),2016-06-04
10.67,7.0,Elijah MENSAH BOAMPONG,ITA,GenÃ¨ve (SUI),2016-06-11
10.67,5.0,Kayhan Ã–ZER,TUR,Erzurum (TUR),2016-06-12
10.67,14.0,Anntaneo HAUGHTON,JAM,Kingston (JAM),2016-06-12
10.67,-3.0,Danylo KURTA,UKR,Lutsk (UKR),2016-06-16
10.67,20.0,JoÃ£o PINTO,POR,Lisboa (POR),2016-06-19
10.67,7.0,Dominik DISTELBERGER,AUT,Amstetten (AUT),2016-06-19
10.67,6.0,Gregor KOKALOVIÄŒ,SLO,Maribor (SLO),2016-06-22
10.67,9.0,Viktar RABAU,BLR,Grodno (BLR),2016-06-23
10.67,9.0,Yegor PAPAOU,BLR,Grodno (BLR),2016-06-23
10.67,10.0,Badewale FUNMILOLA,NGR,Abuja (NGR),2018-02-14
10.67,9.0,Phatuwani MUDIMELI,RSA,Potchefstroom (RSA),2018-02-27
10.67,7.0,Maritz PIETERS,RSA,Pretoria (RSA),2018-03-15
10.67,18.0,Yoann FAMIE,FRA,Dijon (FRA),2016-06-05
10.67,3.0,Vernon JAMINSON,USA,"Cheney, WA (USA)",2015-05-16
10.67,10.0,Darius SLAYTON,USA,"Jefferson City, MO (USA)",2015-05-16
10.67,0.0,Christian Jasmie BAPOU,ITA,Gavardo (ITA),2015-05-17
10.67,3.0,Shu-Wei HUANG,TPE,Yunlin (TPE),2014-05-19
10.67,9.0,Adian EWART,JAM,"Princeton, NJ (USA)",2014-05-17
10.67,8.0,Anthony RIGGINS,USA,"Laramie, WY (USA)",2014-05-17
10.67,-4.0,Mohamed DAOUD ABDULLAH,KSA,Riyadh (KSA),2014-05-16
10.67,-4.0,Yousef Ali AL SHALANI,KSA,Riyadh (KSA),2014-05-16
10.67,0.0,Tyshawn SIDERS,USA,"Greensboro, NC (USA)",2014-05-16
10.67,20.0,Kevin MCCLANAHAN,USA,"Lakewood, PA (USA)",2014-05-15
10.67,-4.0,Cyrus WESLEY,USA,"Swarthmore, PA (USA)",2014-05-12
10.67,0.0,David BASCOE,JAM,Kingston (JAM),2014-05-10
10.67,-34.0,Todd PAQUIN,USA,"Westfield, MA (USA)",2014-05-10
10.67,10.0,Marco GIANANTONI,ITA,Modena (ITA),2014-05-10
10.67,14.0,Kyle REDWINE,USA,"Toledo, OH (USA)",2014-05-09
10.67,6.0,Wallace SPENCER,USA,"Greensboro, NC (USA)",2014-05-02
10.67,16.0,Justin MEREDITH,USA,"Alma, MI (USA)",2014-05-02
10.67,12.0,Wilhem BELOCIAN,FRA,Les Abymes (FRA),2014-05-01
10.67,1.0,Austin MITSCH,USA,"Fort Collins, CO (USA)",2014-04-26
10.67,7.0,Wally UNGERER,RSA,Pretoria (RSA),2014-04-25
10.67,-3.0,Brent STEVENS,RSA,Pretoria (RSA),2014-04-25
10.67,18.0,Banford POOLE,USA,"Philadelphia, PA (USA)",2014-04-19
10.67,-29.0,Jonathan SANTIAGO,PUR,Ponce (PUR),2014-04-12
10.67,2.0,Cory BROUSSARD,USA,"Platteville, WI (USA)",2014-04-12
10.67,0.0,Xavier SMITH,USA,"Shippensburg, PA (USA)",2014-05-24
10.67,16.0,Mark UJAKPOR,ESP,Fuenlabrada (ESP),2014-05-29
10.67,2.0,Yaoke ZHAO,CHN,Kunshan (CHN),2014-05-30
10.67,20.0,Hamid HOXHA,SUI,GenÃ¨ve (SUI),2014-05-31
10.67,16.0,Brandon HERRIGAN,AUS,Brisbane (AUS),2014-10-31
10.67,-2.0,Takamasa KITAGAWA,JPN,Nagasaki (JPN),2014-10-19
10.67,11.0,Kazuki URAKAWA,JPN,Kumagaya (JPN),2014-09-05
10.67,-4.0,Pierre Paul BISSECK,CMR,"Le Grande Stade, Marrakesh (MAR)",2014-08-10
10.67,14.0,Fabian NETZLAFF,GER,"Wattenscheid, Bochum (GER)",2014-08-08
10.67,7.0,Gergely BÃ‰ZSENYI,HUN,SzÃ©kesfehÃ©rvÃ¡r (HUN),2014-08-01
10.67,13.0,Vitaliy PARHOMENKO,UKR,Kirovograd (UKR),2014-07-24
10.67,10.0,Dmitriy SYCHEV,RUS,Kazan (RUS),2014-07-24
10.67,12.0,Nans ANDRE,FRA,Valence (FRA),2014-07-18
10.67,10.0,Marius BROENING,GER,Regensburg (GER),2014-07-05
10.67,20.0,Oleh DANYLYUK,UKR,Pacov (CZE),2014-07-05
10.67,-4.0,Ramone BARNSWELL,JAM,Kingston (JAM),2014-04-12
10.67,19.0,Arnold ZDEBNIAK,POL,Katowice (POL),2014-07-02
10.67,11.0,Arthur ABELE,GER,"Stadionring, Ratingen (GER)",2014-06-28
10.67,11.0,Oleksandr USTIMENKO,UKR,Kiev (UKR),2014-06-20
10.67,10.0,Johannes WIESNER,GER,Wesel (GER),2014-06-14
10.67,1.0,Christian CARSON,GBR,GenÃ¨ve (SUI),2014-06-14
10.67,6.0,Tiago SILVESTRE,POR,Salamanca (ESP),2014-06-12
10.67,2.0,Maksim FAYZULIN,RUS,Cheboksary (RUS),2014-06-09
10.67,6.0,DÃ¡vid Ã“NODI,HUN,Zalaegerszeg (HUN),2014-06-07
10.67,20.0,Anton PORTER,USA,"Cicero, NY (USA)",2014-06-06
10.67,7.0,Nikolay BEREZNIKOV,RUS,Kemerovo (RUS),2014-06-04
10.67,7.0,Petar KREMENSKI,BUL,Sliven (BUL),2014-06-03
10.67,7.0,Kiril KIRILOV,BUL,Sliven (BUL),2014-06-03
10.67,-13.0,Takumi OTOBE,JPN,Nagano (JPN),2014-05-31
10.67,6.0,Diego ZUODAR,ITA,Savona (ITA),2014-07-02
10.67,-4.0,Ricardo DOS SANTOS,GBR,"Tampa, FL (USA)",2014-04-12
10.67,7.0,Corbin WHALUM,USA,"Coral Gables, FL (USA)",2014-04-12
10.67,11.0,Ntokozo MAGUBANE,RSA,Pretoria (RSA),2014-04-11
10.67,18.0,Rashaad POLLARD,USA,"Hoschton, GA (USA)",2015-07-12
10.67,0.0,Max GRIEGER,GER,Markt Schwaben (GER),2015-07-11
10.67,19.0,Mohamed SACKO,FRA,Antony (FRA),2015-07-11
10.67,19.0,Philemon MUBIAYI,FRA,Antony (FRA),2015-07-11
10.67,13.0,Marco LO MUSCIO,ITA,Savona (ITA),2015-07-11
10.67,12.0,Omri HARUSH,ISR,Tel Aviv (ISR),2015-07-01
10.67,4.0,Artur WASILEWSKI,POL,Biala Podlaska (POL),2015-06-28
10.67,6.0,Marvin DOUMA,NED,Lier (BEL),2015-06-28
10.67,-3.0,Robert JOHNSON,BAH,Nassau (BAH),2015-06-26
10.67,20.0,Austin HAYES,USA,"Eugene, OR (USA)",2015-06-26
10.67,19.0,Jonas Andre GRÃ˜NNHAUG,NOR,Lillehammer (NOR),2015-06-21
10.67,15.0,Jean Marie LOUIS,BEL,Bilbao (ESP),2015-06-20
10.67,-2.0,Micaiah HARRIS,USA,"Pascual Guerrero, Cali (COL)",2015-07-15
10.67,-5.0,Isiah GARLAND,USA,"Greensboro, NC (USA)",2015-06-19
10.67,9.0,Yuya KURABE,JPN,Hiratsuka (JPN),2015-06-13
10.67,9.0,Shota KITAMURA,JPN,Hiratsuka (JPN),2015-06-13
10.67,11.0,Nico MENZEL,GER,Wetzlar (GER),2015-06-13
10.67,3.0,Mohd ASY SYAFIE BOHARI,BRU,Singapore (SGP),2015-06-09
10.67,8.0,Justin HUNTER,USA,"Norwalk, CA (USA)",2015-06-06
10.67,-5.0,Leeroy HENRIETTE,SEY,Forbach (FRA),2015-05-31
10.67,16.0,Andre MCGILL,USA,"Charleston, IL (USA)",2015-05-30
10.67,16.0,Alex TEAGUE,USA,"Charleston, IL (USA)",2015-05-30
10.67,11.0,Maciej BRZEZIÅƒSKI,POL,Biala Podlaska (POL),2015-05-30
10.67,13.0,Daniel GARDINER,GBR,Riga (LAT),2015-05-28
10.67,20.0,Deidy MONTAS,DOM,La Habana (CUB),2015-05-27
10.67,15.0,DÃ¡niel ECSEKI,HUN,Debrecen (HUN),2015-05-24
10.67,6.0,Ryota KAITSU,JPN,Hiratsuka (JPN),2015-06-14
10.67,16.0,Demadgyai CROFT,USA,"Columbia, SC (USA)",2018-05-12
10.67,12.0,Yoann IBEKA,FRA,Albi (FRA),2015-07-17
10.67,9.0,Taiju HONGO,JPN,Wakayama (JPN),2015-07-30
10.67,-3.0,Chris WILSON,USA,"Salt Lake City, UT (USA)",2014-04-11
10.67,-18.0,Marcus THOMPSON,BAH,"Gainesville, FL (USA)",2014-04-04
10.67,-4.0,Deltron HOPKINS,USA,"Gainesville, FL (USA)",2014-04-04
10.67,-4.0,Xavier ATKINS,USA,"Gainesville, FL (USA)",2014-04-04
10.67,11.0,Antonio HOWARD,USA,"Gainesville, FL (USA)",2014-04-03
10.67,17.0,Sean MCGREW,USA,"Azusa, CA (USA)",2014-03-29
10.67,15.0,Shaquille RODRIQUEZ,USA,"Raleigh, NC (USA)",2014-03-28
10.67,15.0,Will BROWN,USA,"San Marcos, TX (USA)",2014-03-28
10.67,20.0,Anthony MARTIN,USA,"Abilene, TX (USA)",2014-03-22
10.67,19.0,Renard HOWELL,USA,"Stephenville, TX (USA)",2014-03-06
10.67,18.0,Loic BERARD,FRA,Albi (FRA),2015-07-17
10.67,16.0,Preston FOLEY,USA,"Sacramento, CA (USA)",2014-03-01
10.67,17.0,James MORTIMER,NZL,Auckland (NZL),2015-12-19
10.67,1.0,Kevin ESPINOZA,COL,Cali (COL),2015-11-16
10.67,-13.0,Khan MARR,JAM,Melbourne (AUS),2015-10-31
10.67,14.0,Yao TANG,CHN,Fuzhou (CHN),2015-10-22
10.67,14.0,Cheng CHEN,CHN,Fuzhou (CHN),2015-10-22
10.67,13.0,Kenji ABE,JPN,Osaka (JPN),2015-10-21
10.67,10.0,Yutaka TAKAMATSU,JPN,Wakayama (JPN),2015-10-02
10.67,7.0,Aniruddha GUJAR,IND,Kolkata (IND),2015-09-16
10.67,10.0,Marcel KADLEC,CZE,HodonÃ­n (CZE),2015-08-29
10.67,2.0,Mohit MOHIT,IND,Hyderabad (IND),2015-08-07
10.67,6.0,Jay RARADZA,GBR,Bedford (GBR),2015-08-01
10.67,2.0,Simon GREIG,AUS,Canberra (AUS),2014-02-09
10.67,18.0,Andre WOODSON,USA,"Turlock, CA (USA)",2018-05-12
10.67,6.0,Mike KOIKE,JPN,Wakayama (JPN),2015-07-30
10.67,9.0,Alexander CZYSCH,GER,Weinheim (GER),2018-05-26
10.67,5.0,Yu WANG,CHN,Zhengzhou (CHN),2017-04-11
10.67,16.0,Rasaun HOUSE,USA,"Torrance, CA (USA)",2017-04-15
10.67,12.0,Robert BARNES,USA,"Commerce, TX (USA)",2017-04-15
10.67,5.0,Anton PORTER,USA,"Charlottesville, VA (USA)",2017-04-21
10.67,9.0,Jahnoy THOMPSON,JAM,"New Orleans, LA (USA)",2017-04-22
10.67,16.0,Gemechu GODI,USA,St. Paul (USA),2017-04-22
10.67,3.0,Adier COLON,PUR,MayagÃ¼ez (PUR),2017-04-22
10.67,10.0,Jordan WILLIAMS,USA,"Gainesville, FL (USA)",2017-04-28
10.67,14.0,Holt KEELING,USA,"Williamsburg, KY (USA)",2017-04-28
10.67,16.0,Marshawn SCOTT,USA,"Central, SC (USA)",2017-04-28
10.67,10.0,W.P.D.K. WIJERATHNA,SRI,Diyagama (SRI),2017-04-09
10.67,17.0,Ashton DULIN,USA,"Cedarville, OH (USA)",2017-04-28
10.67,19.0,John III. KENDRICK,USA,"Irvine, CA (USA)",2017-04-29
10.67,0.0,Justin FLYNN,USA,"Bethlehem, PA (USA)",2017-05-05
10.67,0.0,Tyler DAVIS,USA,"Bethlehem, PA (USA)",2017-05-05
10.67,6.0,Kazushi OKADA,JPN,Okayama (JPN),2016-07-30
10.67,11.0,Kemar GREEN,JAM,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-25
10.67,3.0,Guohang WU,CHN,"Sichuan Xipu Training Base, Chengdu (CHN)",2020-07-24
10.67,14.0,Yong-mun LEE,KOR,Yecheon (KOR),2020-07-11
10.67,18.0,Christoffer ENVALL,FIN,"UrheilukenttÃ¤, Kauhava (FIN)",2020-07-11
10.67,10.0,Elmo LAKKA,FIN,"Harjun stadion, JyvÃ¤skylÃ¤ (FIN)",2020-06-13
10.67,-2.0,Thuso Zaborone MACHARA,BOT,"University of Botswana Stadium, Gaborone (BOT)",2020-03-14
10.67,18.0,Zach SMITH,USA,"Pullman, WA (USA)",2017-04-29
10.67,17.0,Kwanele NKAMBULE,RSA,"Secunda Stadium, Secunda (RSA)",2020-03-07
10.67,15.0,Kevin MAYSONET,PUR,MayagÃ¼ez (PUR),2017-04-08
10.67,13.0,Rudolph ERASMUS,RSA,Pretoria (RSA),2017-03-25
10.67,4.0,Lut Yin LI,HKG,Brisbane (AUS),2013-03-23
10.67,-4.0,Babatunde RIDLEY,USA,"San Diego, CA (USA)",2013-03-15
10.67,9.0,Stirley JONES,USA,"Norwalk, CA (USA)",2013-03-02
10.67,5.0,Tatsuya YAMAGUCHI,JPN,Osaka (JPN),2016-09-25
10.67,-14.0,Carlos PERLAZA,ECU,Lima (PER),2016-09-24
10.67,15.0,Futa KIMURA,JPN,Nagoya (JPN),2018-10-20
10.67,12.0,Trong Hinh LE,VIE,Hanoi (VIE),2018-11-27
10.67,1.0,Benjamin ARINZE,NGR,Abuja (NGR),2018-12-12
10.67,4.0,Takayuki NISHIMURA,JPN,Kumagaya (JPN),2016-09-02
10.67,-8.0,Ryoma NAKAMURA,JPN,Okayama (JPN),2016-07-30
10.67,16.0,Andrew ADIGHIBE,USA,"California, PA (USA)",2017-03-25
10.67,17.0,Cale WAGNER,USA,"Clovis, CA (USA)",2016-06-24
10.67,4.0,Abdelhadi BOUCHAKOUR,ALG,Algiers (ALG),2016-07-15
10.67,13.0,Hallgeir MARTINSEN,NOR,Oslo (NOR),2016-07-20
10.67,13.0,Oleksandr USTIMENKO,UKR,Kirovograd (UKR),2016-07-23
10.67,8.0,Dylan PEEBLES,USA,"Sacramento, CA (USA)",2016-07-28
10.67,7.0,Mohd FADLIN,INA,Surabaya (INA),2017-03-04
10.67,7.0,Kevin DYER,USA,"Fullerton, CA (USA)",2017-03-11
10.67,-6.0,Travane MORRISON,JAM,Kingston (JAM),2017-03-11
10.67,-6.0,Vashan GRANT,JAM,Kingston (JAM),2017-03-11
10.67,-9.0,Diab DAVIS,USA,"Sacramento, CA (USA)",2017-03-18
10.67,7.0,Jamik ALEXANDER,USA,"San Antonio, TX (USA)",2017-03-25
10.67,19.0,Sergio Adrian BECERRA SEPÃšLVEDA,COL,Cali (COL),2016-06-25
10.67,-20.0,Mbachi KAIRA,ZAM,"National Heroes Stadium, Lusaka (ZAM)",2020-03-07
10.67,7.0,Joseph LASTER,USA,"Carrollton, GA (USA)",2018-05-12
10.67,15.0,Anier O. LÃ“PEZ,CUB,"Pista Rafael Fortun Chacon, CamagÃ¼ey (CUB)",2020-03-06
10.67,0.0,Carlos VALENZUELA,MEX,Monterrey (MEX),2017-05-26
10.67,16.0,Daniel KÃ–LSCH,GER,Weinheim (GER),2017-05-27
10.67,13.0,Alex ROUSSEAU-JAMARD,FRA,Sarcelles (FRA),2017-05-27
10.67,19.0,Jacques WILSON,USA,"Clovis, CA (USA)",2017-06-02
10.67,5.0,Hyeonseok JEONG,KOR,Kimchun (KOR),2017-06-02
10.67,12.0,Mael BRUNEL,FRA,VÃ©nissieux (FRA),2017-06-03
10.67,0.0,Martin BOOKER,USA,"Columbus, NJ (USA)",2017-06-03
10.67,16.0,Alberto GAVALDÃ,ESP,CastellÃ³n (ESP),2017-06-10
10.67,19.0,Marvin BHEKA,GBR,Cardiff (GBR),2017-06-10
10.67,8.0,Markus KOIVULA,FIN,"Paavo Nurmi Stadium, Turku (FIN)",2017-06-13
10.67,15.0,Maurice DAVIS,USA,"Gulf Shores, AL (USA)",2017-05-26
10.67,14.0,Gary FINEGAN,AUS,"San Marcos, TX (USA)",2017-06-13
10.67,6.0,Nelson DE LA PUENTE,CUB,GavÃ¡ (ESP),2017-06-17
10.67,9.0,Jamal ADAMS,SKN,Basseterre (SKN),2017-06-18
10.67,20.0,Denis ZANKIN,RUS,Chelyabinsk (RUS),2017-06-23
10.67,13.0,Luka MAROLT,SLO,Tel Aviv (ISR),2017-06-24
10.67,19.0,Levi Roche MANDJI,ITA,Arezzo (ITA),2017-06-24
10.67,17.0,Szymon WOÅ¹NIAK,POL,ÅÃ³dÅº (POL),2017-06-24
10.67,-12.0,Jakob LINDBOM,SWE,Sollentuna (SWE),2017-06-29
10.67,-4.0,Melvin RAFFIN,FRA,Dreux (FRA),2017-06-30
10.67,2.0,Simon MENGAL,BEL,Bruxelles (BEL),2017-07-02
10.67,0.0,NicolÃ¡s DAGNINO,CHI,Monachil (ESP),2017-07-07
10.67,20.0,Jamiro ELABEIDI,NED,Leiden (NED),2017-06-17
10.67,10.0,JoÃ£o ALMEIDA ESTEVES,POR,Maia (POR),2017-05-20
10.67,-6.0,Vinicius MARTINS,BRA,Campinas (BRA),2017-05-20
10.67,14.0,Joshua LESTER-HARRIS,USA,"Greensboro, NC (USA)",2017-05-20
10.67,6.0,Jomar UDTOHAN,PHI,Pasig (PHI),2017-12-09
10.67,0.0,Akash KUMAR,IND,Vijayawada (IND),2017-11-18
10.67,15.0,Yusuke ROKUROUMEN,JPN,Matsuyama (JPN),2017-10-07
10.67,0.0,Chintha SUDHAKAR,IND,Chennai (IND),2017-09-26
10.67,13.0,Alexis NIEVES,VEN,Barinas (VEN),2017-09-22
10.67,7.0,Francisco SANDOVAL,CHI,Santiago de Chile (CHI),2017-09-16
10.67,20.0,Simon HEWELING,GER,Ulm (GER),2017-08-04
10.67,-1.0,JaRule MELVIN,USA,"Lawrence, KS (USA)",2017-07-27
10.67,-1.0,Konstantinos DOUVALIDIS,GRE,Kavala (GRE),2017-07-22
10.67,-5.0,Pius ADOME,UGA,Kampala (UGA),2017-07-19
10.67,15.0,Devontae SMITH,USA,"Baton Rouge, LA (USA)",2017-05-06
10.67,12.0,Charles VOLKER,USA,"New Haven, CT (USA)",2017-05-07
10.67,5.0,Bernard FREEMAN,USA,"Amherst, MA (USA)",2017-05-07
10.67,-8.0,Dylan PEEBLES,USA,"Atlanta, GA (USA)",2017-05-13
10.67,-8.0,Jabari MICHAEL-KHENSU,USA,"Atlanta, GA (USA)",2017-05-13
10.67,0.0,Courtney BASCOMBE,VIN,Arima (TTO),2017-05-13
10.67,3.0,Kenyon MORGAN,USA,"Austin, TX (USA)",2017-05-13
10.67,14.0,Terreon PAIGE,USA,"Austin, TX (USA)",2017-05-13
10.67,0.0,Stetson SARTOR,USA,"Edinburg, TX (USA)",2017-05-13
10.67,11.0,Jeremiah DAVIS,USA,"Shawnee, OK (USA)",2017-05-13
10.67,8.0,Darious SMITH,USA,"Cupertino, CA (USA)",2017-05-13
10.67,1.0,Silyan GEORGIEV,BUL,Sofia (BUL),2017-05-17
10.67,5.0,Brandon RAY,USA,"Greensboro, NC (USA)",2017-05-19
10.67,17.0,Trae ARMSTRONG,USA,"Tempe, AZ (USA)",2013-04-06
10.67,3.0,Pavel VRUCHINSKIY,RUS,Moskva (RUS),2017-07-07
10.67,1.0,Jerry WICKERSON,USA,"Cullowhee, NC (USA)",2012-03-24
10.67,10.0,Anthony FARRINGTON,BAH,Nassau (BAH),2012-03-23
10.67,-2.0,Tarik EDWARDS,JAM,Kingston (JAM),2012-03-17
10.67,2.0,Nickolas LINDSAY,JAM,Kingston (JAM),2012-03-17
10.67,-14.0,Aaron BROWN,USA,"Norwalk, CA (USA)",2012-03-03
10.67,11.0,Craig BURNS,AUS,Brisbane (AUS),2012-02-11
10.67,0.0,M. MANIKANDA ARUMUGAM,IND,Bhubaneshwar (IND),2012-02-03
10.67,10.0,Fana MOFOKENG,RSA,Potchefstroom (RSA),2013-05-25
10.67,15.0,Chrischand LEWIS,USA,"Orlando, FL (USA)",2018-07-13
10.67,10.0,Dennis BAIN,BAH,"Charlotte, NC (USA)",2013-04-13
10.67,-8.0,Wenjie LI,CHN,Daqing (CHN),2018-07-17
10.67,5.0,Dmitriy TIMKOV,RUS,Kazan (RUS),2018-07-19
10.67,6.0,Donovan ROLLAND,USA,"Greensboro, NC (USA)",2018-07-26
10.67,3.0,Noureddine HADID,LBN,Beirut (LBN),2018-07-26
10.67,12.0,Shoei TAKA,JPN,Ise (JPN),2018-08-03
10.67,8.0,H.A.S. SAMPATH KUMARA,SRI,Colombo (SRI),2018-08-04
10.67,4.0,Chia-Lin TU,TPE,Taipei City (TPE),2013-05-27
10.67,2.0,Adam THOMAS,GBR,Bedford (GBR),2013-05-27
10.67,-1.0,Shaquoy STEPHENS,IVB,Road Town (IVB),2013-06-01
10.67,9.0,MatÃ© KISS,SVK,KoÅ¡ice (SVK),2018-05-26
10.67,3.0,Federico MANINI,ITA,"Stadio Olimpico, Roma (ITA)",2018-05-31
10.67,8.0,Jaden PAYOUTE,USA,"Newport News, VA (USA)",2018-06-02
10.67,2.0,Maciej BRZEZIÅƒSKI,POL,KrakÃ³w (POL),2018-06-03
10.67,19.0,AÅŸkÄ±n Sadi AÅžKIN,TUR,Istanbul (TUR),2018-06-04
10.67,1.0,Felix STRENG,GER,Leverkusen (GER),2018-06-09
10.67,-1.0,Kadrian GOLDSON,JAM,Kingston (JAM),2018-06-16
10.67,12.0,Adam CLAYTON,GBR,Bedford (GBR),2018-06-16
