Mark,WIND,Competitor,Nat,Venue,Date
12.2,15.0,Alba OBESSO,ESP,Vitoria (ESP),2010-06-05
12.2,-1.0,Giulia PENNELLA,ITA,Conegliano (ITA),2010-07-14
12.2,-16.0,Aleksandra SOROKINA,RUS,Tartu (EST),2010-06-01
12.2,-7.0,Latash BARNETT-STRAWDER,USA,"Sacramento, CA (USA)",2010-04-03
12.2,7.0,Yuka TONEGAWA,JPN,Marugame (JPN),2010-06-04
12.2,-19.0,Yelena NIKITINA,RUS,Cheboksary (RUS),2010-05-07
12.2,-1.0,Adele JACKSON-GIBSON,USA,"Princeton, NJ (USA)",2010-05-09
12.2,18.0,Jitka BARTONÃÄŒKOVÃ,CZE,Ostrava (CZE),2010-05-22
12.2,16.0,Franziska BLUM,GER,Weinheim (GER),2010-05-22
12.2,-19.0,Marie StÃ©phanie GUILLAUME,MRI,RÃ©duit (MRI),2010-04-11
12.2,17.0,Chelsea CELISTAN,USA,"Charleston, IL (USA)",2010-05-22
12.2,4.0,Shanise LEWIS,USA,"Charlotte, NC (USA)",2010-05-27
12.2,0.0,Sunanda SARKAR,IND,Visakhapatnam (IND),2010-05-27
12.2,14.0,Symone SCOTT,USA,"Berea, OH (USA)",2010-05-28
12.2,0.0,Elise JOHNSON,USA,"Berea, OH (USA)",2010-05-28
12.2,16.0,Oyidiya OJI PAULINO,ESP,Palafrugell (ESP),2010-05-29
12.2,5.0,Annika PILGER,GER,Gladbeck (GER),2010-05-22
12.21,0.0,Aori KAWANAKA,JPN,"Hosei University Stadium, Machida (JPN)",2020-07-26
12.21,20.0,Andrea TORFADÃ“TTIR,ISL,Akureyri (ISL),2020-07-25
12.21,15.0,Serina KUDO,JPN,"Atsubetsu Park Stadium, Sapporo (JPN)",2020-07-23
12.21,18.0,Marin ISHIMINE,JPN,"Prefectural Stadium, Okinawa (JPN)",2020-07-19
12.21,6.0,Saki HASHIMOTO,JPN,"Prefectural Stadium, Isahaya (JPN)",2020-07-18
12.21,15.0,Estelle PERROSSIER,FRA,"Parc DÃ©partemental de Parilly, VÃ©nissieux (FRA)",2020-07-15
12.21,10.0,Rio WAKISAKA,JPN,"Edion Stadium, Hiroshima (JPN)",2020-07-12
12.21,11.0,Annica DEBLITZ,GER,"Stadion Rote Erde, Dortmund (GER)",2020-07-11
12.21,13.0,Ayana WALKER,USA,"Parkman Track, Clinton, MS (USA)",2020-03-07
12.21,17.0,Larissa BERTÃ‰NYI,SUI,"Stadion Hard, Langenthal (SUI)",2020-06-13
12.21,15.0,Ting-Yu LIU,TPE,Taipei City (TPE),2020-03-27
12.21,14.0,Arianna PIERRE,USA,"Trinity University, San Antonio, TX (USA)",2020-03-06
12.21,7.0,Sosyanci DIMBO,CUB,"Pista Rafael Fortun Chacon, CamagÃ¼ey (CUB)",2020-03-06
12.21,15.0,Nicolette D'ONOFRIO,AUS,"SOPAC, Sydney (AUS)",2020-03-06
12.21,0.0,Joviale MBISHA,RSA,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2020-02-29
12.21,10.0,Ivana LONÄŒAREK,CRO,"Sports Park Mladost, Zagreb (CRO)",2020-07-11
12.21,13.0,Styliani-Alexandra MICHAILIDOU,GRE,Kalamata (GRE),2020-07-29
12.21,5.0,Hinano ASO,JPN,"Nagai Stadium, Osaka (JPN)",2020-10-24
12.21,9.0,Lauren BROWN,USA,"AP Ranch, Fort Worth, TX (USA)",2020-08-01
12.21,0.0,Michelle JENNEKE,AUS,"QSAC, Nathan, Brisbane (AUS)",2020-12-19
12.21,8.0,Georgia FICHARDT,AUS,"SOPAC, Sydney (AUS)",2020-12-05
12.21,13.0,Tiara HATCHARD,AUS,"SA Athletic Stadium, Adelaide (AUS)",2020-11-07
12.21,20.0,Miku YAMADA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2020-10-31
12.21,1.0,Shanette ALLISON,JAM,"National Stadium, Kingston (JAM)",2020-02-29
12.21,8.0,Mayu OBAYASHI,JPN,"Try Stadium, Osaka (JPN)",2020-10-04
12.21,5.0,Andrea SREMAC,SRB,"Atletski stadion, Sremska Mitrovica (SRB)",2020-09-19
12.21,5.0,Kristina TITAYEVA,RUS,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",2020-09-08
12.21,11.0,Ai NISHIMURA,JPN,"Prefectural Stadium, Ise (JPN)",2020-09-05
12.21,14.0,Martyna TYLAK,POL,"Stadion Syrena, Zary (POL)",2020-09-03
12.21,8.0,Shiori KITAZAWA,JPN,Matsumoto (JPN),2020-08-29
12.21,19.0,Femke NUIJTEN,NED,"Atletiekbaan Maarschalkerweerd, Utrecht (NED)",2020-08-29
12.21,9.0,Lidia KOÅODZIEJCZYK,POL,"Stadion MOSiR, Ciechanow (POL)",2020-08-28
12.21,19.0,Freja ANDERSDOTTER,SWE,"Campus Valla, LinkÃ¶ping (SWE)",2020-08-22
12.21,-11.0,Marta ZIMNA,POL,"GolÄ™cin Stadion, Poznan (POL)",2020-08-13
12.21,18.0,Katarzyna FERENZ,POL,"Stadion AWFiS, Gdansk (POL)",2020-08-08
12.21,19.0,Mitsuki MAEDA,JPN,"Municipal Stadium, Otsu (JPN)",2020-08-01
12.21,9.0,Louise-Anne BERTHEAU,FRA,"Stade Colette Besson, Dijon (FRA)",2020-07-29
12.21,3.0,Sabrina DAVIS,JAM,"National Stadium, Kingston (JAM)",2020-02-14
12.21,3.0,Katharina STÃ–BER,GER,Berlin (GER),2010-07-03
12.21,14.0,Abigail WOLFE,JAM,"National Stadium, Kingston (JAM)",2020-02-14
12.21,-2.0,M. Victoria VILLANUEVA,ESP,San SebastiÃ¡n (ESP),2010-05-15
12.21,-5.0,Tiffany MOORE,USA,"Atlanta, GA (USA)",2010-05-14
12.21,9.0,Kededra MIDDLETON,USA,"Winter Park, FL (USA)",2010-05-08
12.21,16.0,Marcia WILLIAMS,USA,"Winter Park, FL (USA)",2010-05-08
12.21,13.0,Danielle EPPS,USA,"Humble, TX (USA)",2010-05-04
12.21,0.0,Meredith HAYES,USA,"Columbus, OH (USA)",2010-05-01
12.21,11.0,Mica NOTTINGHAM,GBR,Bedford (GBR),2010-05-01
12.21,8.0,Gaia BIELLA,ITA,Gavardo (ITA),2010-05-22
12.21,14.0,Sepanta PADRAH-VAJDY,USA,"Berkeley, CA (USA)",2010-04-24
12.21,-4.0,Gifty ADDY,GHA,Abidjan (CIV),2010-04-17
12.21,17.0,Lanneickia BREWTON,USA,"Cullowhee, NC (USA)",2010-03-27
12.21,15.0,Sabrina NETTEY,CAN,"Palo Alto, CA (USA)",2010-03-26
12.21,14.0,Macarena BORIE,CHI,MedellÃ­n (COL),2010-03-20
12.21,15.0,Augustina ZERBONI,ARG,Buenos Aires (ARG),2010-04-24
12.21,14.0,Mikela COOMBS,JAM,"National Stadium, Kingston (JAM)",2020-02-14
12.21,4.0,Tracey RIVERS,USA,"Austin, TX (USA)",2010-05-27
12.21,13.0,Yekaterina RYBACHENOK,RUS,Cheboksary (RUS),2010-06-18
12.21,-2.0,Grace AYEMOBA,NGR,Ozoro (NGR),2020-02-14
12.21,10.0,Kiani ALLEN,AUS,"Domain Athletic Centre, Hobart (AUS)",2020-02-08
12.21,2.0,Nele BAADE,GER,Regensburg (GER),2010-08-14
12.21,12.0,Kerry-Ann LINDO,CAN,Ottawa (CAN),2010-08-07
12.21,16.0,Ahtyana JOHNSON,USA,"Norfolk, VA (USA)",2010-08-04
12.21,13.0,Alexandria COUNCIL,USA,"Norfolk, VA (USA)",2010-08-04
12.21,10.0,I'Shunique HAMILTON,USA,"Norfolk, VA (USA)",2010-08-04
12.21,-2.0,Petra RÃ‰PÃSI,HUN,Budapest (HUN),2010-06-07
12.21,14.0,Milja THURESON,FIN,RiihimÃ¤ki (FIN),2010-07-24
12.21,10.0,Siti Nurhayati ZULKIFLI,MAS,Kuala Lumpur (MAS),2010-07-15
12.21,11.0,Ana CAPDEVILA,ESP,CastellÃ³n (ESP),2010-07-08
12.21,9.0,Francesca MCDONALD,AUS,"QSAC, Nathan, Brisbane (AUS)",2020-12-19
12.21,19.0,Celia LAVEAUD,FRA,Reims (FRA),2010-07-03
12.21,-4.0,Janice BABEL,NED,Uden (NED),2010-07-03
12.21,2.0,Justine PALFRAMAN,RSA,Potchefstroom (RSA),2010-06-26
12.21,-7.0,Lesline GILZENE,JAM,Kingston (JAM),2010-06-26
12.21,7.0,Joelle CURTI,SUI,Lugano (SUI),2010-07-17
12.21,0.0,Liliana NÃšÃ‘EZ,ECU,Cuenca (ECU),2010-02-20
12.21,18.0,Talissa SCOTT,AUS,Sydney (AUS),2010-02-13
12.22,17.0,Loungo MATLHAKU,BOT,Maun (BOT),2020-02-01
12.22,16.0,Kiyani SYDNOR,AUS,"Lakeside Stadium, Melbourne (AUS)",2020-03-01
12.22,-1.0,Celene CEVALLOS,ECU,Quito (ECU),2010-06-12
12.22,3.0,KateÅ™ina LÃBALOVÃ,CZE,Praha (CZE),2010-06-15
12.22,-1.0,Rachael GIWA,GBR,Birmingham (GBR),2010-06-25
12.22,-14.0,Joanna LINKIEWICZ,POL,Kielce (POL),2010-07-03
12.22,19.0,Angela DA SILVA ANTERO,BRA,Londrina (BRA),2010-08-21
12.22,9.0,Anna ZWOLAK,POL,Kielce (POL),2010-08-22
12.22,12.0,AurÃ©lie HUMAIR,SUI,Bern (SUI),2010-09-04
12.22,0.0,Kendra HUBBARD,AUS,"QSAC, Nathan, Brisbane (AUS)",2020-12-19
12.22,6.0,Sabrina DA SILVA,BRA,BraganÃ§a Paulista (BRA),2020-11-06
12.22,1.0,Victoire GREDIN-BOUR,FRA,"Stade Michel Lecointre, Nantes (FRA)",2020-10-04
12.22,7.0,Karen HANDA,JPN,"Prefectural Stadium, Kumagaya (JPN)",2020-10-03
12.22,3.0,Diana HONCHARENKO,UKR,"Avangard Stadium, Lutsk (UKR)",2020-09-19
12.22,19.0,Navrat KHAMIDOVA,RUS,Krasnodar (RUS),2010-06-06
12.22,-1.0,Miranda MACKEY,USA,"South Plainfield, NJ (USA)",2010-06-03
12.22,19.0,Francesca DAMBRUOSO,ITA,Verona (ITA),2010-06-02
12.22,17.0,Eilish FITZPATRICK,IRL,Dublin (IRL),2010-06-02
12.22,11.0,Mariah RIRINUI,NZL,Wanganui (NZL),2010-01-26
12.22,16.0,Wendy REYNOSO,DOM,Santo Domingo (DOM),2010-02-14
12.22,-5.0,Cynthia DAVIS,USA,"Cullowhee, NC (USA)",2010-03-27
12.22,9.0,Lor'rena DEJURNETT,USA,"Gainesville, FL (USA)",2010-04-02
12.22,20.0,Leandria LEE,USA,"Lubbock, TX (USA)",2010-04-10
12.22,16.0,Kaelynn GREENE,USA,"Arcadia, CA (USA)",2010-04-10
12.22,3.0,Alicia TRUESDALE,USA,"Sacramento, CA (USA)",2010-04-17
12.22,-11.0,Jule TILTSCHER,GER,"Waldstadion, Walldorf (GER)",2020-09-12
12.22,3.0,Margaret HARRIS,USA,"Baton Rouge, LA (USA)",2010-04-17
12.22,19.0,Keisha JACKSON,USA,"Winter Park, FL (USA)",2010-04-28
12.22,-9.0,Joslyn COOPER,USA,"Austin, TX (USA)",2010-05-01
12.22,-18.0,Carmen Cecilia VERGARA,COL,Cali (COL),2010-05-14
12.22,8.0,Eleonora MARTINI,ITA,Gavardo (ITA),2010-05-22
12.22,15.0,Maria Alejandra GARCIA CORNEJO,MEX,Guadalajara (MEX),2010-05-28
12.22,0.0,Mayra Karina MEDINA INZUNZA,MEX,Guadalajara (MEX),2010-05-28
12.22,17.0,Aida RAPOSO,ESP,Los Corrales de Buelna (ESP),2010-05-29
12.22,0.0,Alexis MALONE,USA,"Baton Rouge, LA (USA)",2010-04-17
12.22,15.0,Makissia BAMBA,CIV,"Guidobaldi, Rieti (ITA)",2020-09-11
12.22,18.0,Sophia HABLITZEL,GER,BÃ¶blingen (GER),2010-06-12
12.22,2.0,Caterina CAMOSSI,ITA,"Guidobaldi, Rieti (ITA)",2020-09-11
12.22,12.0,Patrycja BANAÅš,POL,"Miejski Stadion, Czestochowa (POL)",2020-07-25
12.22,0.0,Liying LIU,CHN,Shanghai (CHN),2020-07-19
12.22,8.0,Lena PRESSLER,AUT,"LAZ Wien, Wien (AUT)",2020-07-11
12.22,15.0,Hanna LAUROVA,BLR,"Regional Sport Complex, Brest (BLR)",2020-07-07
12.22,18.0,KlÃ¡ra SOBOTKOVÃ,CZE,Ceske Budejovice (CZE),2020-07-04
12.22,11.0,Vanessa HAMMERSCHMIDT,GER,"Mommsenstadion, Berlin (GER)",2020-07-03
12.22,-1.0,Rachel PELLAUD,SUI,"Allmend, Meilen (SUI)",2020-06-20
12.22,18.0,Ira HARRASSER,ITA,"Sportanlage am Weinweg, Regensburg (GER)",2020-07-26
12.22,4.0,Yating GAO,CHN,Nanjing (CHN),2020-05-30
12.22,18.0,Olivia HONEY,AUS,"Duncan Mackinnon Reserve, Glenhuntly, Melbourne (AUS)",2020-03-12
12.22,14.0,Shakell WILLIAMS,USA,"Traz Powell Stadium, Tampa, FL (USA)",2020-03-10
12.22,7.0,Janae DE GANNES,TTO,"Hasely Crawford Stadium, Port-of-Spain (TTO)",2020-03-07
12.22,9.0,Asia MALLORY,USA,"Riverside City College, Riverside, CA (USA)",2020-03-06
12.22,10.0,Mickalia HAISLEY,JAM,"National Stadium, Kingston (JAM)",2020-03-06
12.22,20.0,Glacian LOUTIN,JAM,"National Stadium, Kingston (JAM)",2020-03-06
12.22,15.0,Giulia FONGARO,ITA,"Guidobaldi, Rieti (ITA)",2020-09-11
12.22,-2.0,Zenobea JEWASKIEWITZ,RSA,"McArthur Stadium, Potchefstroom (RSA)",2020-03-14
12.22,0.0,Martyna DABROWSKA,POL,"Stadion Miejski, ToruÅ„ (POL)",2020-07-28
12.22,14.0,Amandeep KAUR,IND,Moodbidri (IND),2020-01-02
12.22,4.0,Carol ZANGOBBO,ITA,"Stadio Giuseppe Grezar, Trieste (ITA)",2020-08-01
12.22,-9.0,Valentina STEIFENSAND,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",2020-07-29
12.22,11.0,Nanami HIGUTI,JPN,"Prefectural Stadium, Ise (JPN)",2020-09-05
12.22,5.0,Caroline JOYEUX,GER,"Mommsenstadion, Berlin (GER)",2020-08-28
12.22,4.0,Sonja STÃ…NG,FIN,"Sauvosaaren urheilukenttÃ¤, Kemi (FIN)",2020-08-22
12.22,-2.0,Cora KUNZE,GER,"Nordanlage, Leipzig (GER)",2020-08-21
12.22,7.0,Xenia BENACH,ESP,Santa Coloma de Gramenet (ESP),2020-08-19
12.22,8.0,Akari NARITA,JPN,"Azuma Stadium, Fukushima (JPN)",2020-08-18
12.22,14.0,Ayaka KAWATA,JPN,"Try Stadium, Osaka (JPN)",2020-08-15
12.22,19.0,Danielle SHAW,AUS,"Aberfeldie, Melbourne (AUS)",2020-02-08
12.22,-4.0,Mariya MOKROVA,UKR,"Avangard Stadium, Lutsk (UKR)",2020-08-15
12.22,2.0,PÃ¡lma NAGY,HUN,"Ikarus BSE Sporttelep, Budapest (HUN)",2020-08-15
12.22,-1.0,MaÅ‚gorzata HOÅUB-KOWALIK,POL,"Stadion Iskra, Bialogard (POL)",2020-08-12
12.22,19.0,Lukrecija SABAITYTÄ–,LTU,"Palangos Stadionas, Palanga (LTU)",2020-08-07
12.22,7.0,Samirah MOODY,USA,"Satellite High School, Satellite Beach, FL (USA)",2020-08-06
12.22,7.0,Misaki MOROTA,JPN,"Chuo University Stadium, Hachioji (JPN)",2020-08-01
12.22,15.0,Maud ZEFFOU POATY,FRA,"Stade de France, Paris-St-Denis (FRA)",2020-08-01
12.22,9.0,Anna-Maria HOFMANN,GER,"Sepp-Herberger-Stadion, Weinheim (GER)",2020-08-01
12.23,3.0,Maki MORITA,JPN,"Prefectural Tendai Stadium, Chiba (JPN)",2020-08-26
12.23,9.0,Hinata TOCHIO,JPN,"Nagai Stadium No. 2, Osaka (JPN)",2020-08-30
12.23,4.0,Yaiza SANZ,ESP,"Estadio Vallehermoso, Madrid (ESP)",2020-09-05
12.23,12.0,Anduella KWASIBA,NED,"Atletikebaan Schothorst, Amersfoort (NED)",2020-09-12
12.23,3.0,Dalhiana ROUVILLON,FRA,"Stade Municipal, Saint Anne (FRA)",2020-09-12
12.23,-4.0,Martyna GAWEÅ,POL,"Stadion AWF, KrakÃ³w (POL)",2020-09-12
12.23,8.0,Megane APRILE,ITA,"Stadio Zecchini, Grosseto (ITA)",2020-09-18
12.23,8.0,Melani BOSIC,CRO,"Sports Park Mladost, Zagreb (CRO)",2020-09-15
12.23,4.0,Christine SALTERBERG,GER,"Walter Mundorf Stadion, Siegburg (GER)",2020-08-22
12.23,19.0,Moillet KOUAKOU,ITA,"Stadio Zecchini, Grosseto (ITA)",2020-09-18
12.23,-2.0,Tereza MARKOVÃ,CZE,"AtletickÃ½ stadion StÅ™elnice, Jablonec nad Nisou (CZE)",2020-09-19
12.23,0.0,Angeles TARANCON,ESP,Sevilla (ESP),2020-09-26
12.23,1.0,Karmen FOUCHE,RSA,"McArthur Stadium, Potchefstroom (RSA)",2020-12-01
12.23,0.0,Maysaa MOUAWAD,LBN,Beirut (LBN),2020-12-20
12.23,16.0,Maxima KRAUSE,AUT,"Leichtathletikarena, Eisenstadt (AUT)",2020-09-13
12.23,2.0,Weronika BARTNOWSKA,POL,"Stadion BOSiR, BiaÅ‚ystok (POL)",2020-08-13
12.23,-12.0,Jing ZHOU,CHN,Zhengzhou (CHN),2020-08-06
12.23,5.0,AgÃ¡ta KOLINGEROVÃ,CZE,"AtletickÃ½ stadion mÄ›sta PlznÄ›, PlzeÅˆ (CZE)",2020-08-08
12.23,14.0,Himani CHANDEL,IND,Moodbidri (IND),2020-01-02
12.23,12.0,Kishawna WALLACE,JAM,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-01-04
12.23,10.0,Antoinette CAMPBELL,JAM,"National Stadium, Kingston (JAM)",2020-03-06
12.23,-15.0,Regine Kate TUGADE,GUM,"UC San Diego, San Diego, CA (USA)",2020-03-07
12.23,13.0,Maria ALONSO,MEX,Monterrey (MEX),2020-03-13
12.23,3.0,Sara SILTALA,FIN,"KeskusurheilukenttÃ¤, Porvoo (FIN)",2020-07-12
12.23,5.0,Mikia HUTCHINGS,USA,"Life College, Marietta, GA (USA)",2020-07-18
12.23,14.0,Monika KASICA,POL,"Stadion OSiR, Wloclawek (POL)",2020-07-18
12.23,4.0,Yuka KISIMOTO,JPN,"Municipal Mizuho Stadium, Nagoya (JPN)",2020-07-23
12.23,19.0,Klara HELANDER,SWE,"Baldershovs IP, Sundsvall (SWE)",2020-07-26
12.23,2.0,Aniya MATTHEWS,USA,"Columbia International University, Columbia, SC (USA)",2020-07-31
12.23,14.0,Nagomi CHIKUGO,JPN,"Hii Jino Athletics Stadium, Hanamaki (JPN)",2020-08-01
12.23,-14.0,Janet RICHARD,MLT,"Marsa Athletics Track, Marsa (MLT)",2020-08-01
12.23,3.0,Ziyi LIU,CHN,Zhengzhou (CHN),2020-08-06
12.23,-8.0,Kylie LAMBERT,BEL,"Stade du Parc de la Dodaine, Nivelles (BEL)",2020-08-07
12.23,-1.0,Konstantina GIANNOPOULOU,GRE,Patra (GRE),2020-08-08
12.23,-2.0,Aleksandra LUBICKA,POL,"Stadion Miejski, ToruÅ„ (POL)",2020-07-28
12.23,1.0,Keily Linet PÃ‰REZ IBAÃ‘EZ,CUB,"Estadio Panamericano, La Habana (CUB)",2020-02-21
12.23,6.0,Britanya NORWOOD,USA,"Norwalk, CA (USA)",2010-05-22
12.23,7.0,Sydney SMITH,USA,"Charlotte, NC (USA)",2010-05-27
12.23,19.0,Lauren O'SULLIVAN,AUS,Brisbane (AUS),2010-01-16
12.23,-18.0,Oksana KOCHETOVA,RUS,Chelyabinsk (RUS),2010-05-29
12.23,10.0,Marian GARRANTXO,ESP,Vitoria (ESP),2010-06-05
12.23,1.0,Nelsibeth Carolina VILLALOBOS,VEN,Barinas (VEN),2010-05-14
12.23,16.0,Louise KRONLUND,SWE,Eskilstuna (SWE),2010-06-08
12.23,1.0,Elena RICCI,ITA,Rieti (ITA),2010-06-12
12.23,8.0,Adrianna ZIÄ˜TARA,POL,Sosnowiec (POL),2010-06-12
12.23,3.0,Dynasty MCGEE,USA,"Greensboro, NC (USA)",2010-06-17
12.23,1.0,Karen PIEL,GER,Osterode (GER),2010-06-22
12.23,10.0,Aleksandra FROLOVA,RUS,Cheboksary (RUS),2010-07-02
12.23,5.0,Ornella EZOUA,FRA,Niort (FRA),2010-07-16
12.23,-8.0,Moa HJELMER,SWE,Sollentuna (SWE),2010-06-11
12.23,9.0,Shannon SPENCE,USA,"Winter Park, FL (USA)",2010-05-08
12.23,9.0,Chantal BUSCHUNG,GER,SchwÃ¤bisch GmÃ¼nd (GER),2010-08-21
12.23,13.0,Maria NAVAS,VEN,Caracas (VEN),2010-04-29
12.23,8.0,Monika WHITE,USA,"Los Angeles, CA (USA)",2010-03-20
12.23,6.0,Paola MAUTINO,PER,MedellÃ­n (COL),2010-03-20
12.23,9.0,Jasmine WHEELER,USA,"Coral Gables, FL (USA)",2010-03-20
12.23,19.0,Ashley PERKINS,USA,"Tempe, AZ (USA)",2010-03-27
12.23,8.0,Christina SATTERWHITE,USA,"Irvine, CA (USA)",2010-05-02
12.23,10.0,Kristin BILLINGS,USA,"Tempe, AZ (USA)",2010-03-27
12.23,17.0,Valerie PARKS,USA,"Cullowhee, NC (USA)",2010-03-27
12.23,10.0,Paige OLIVETTI,USA,"Tempe, AZ (USA)",2010-03-27
12.23,11.0,Ashley BOWMAN,USA,"Princeton, NJ (USA)",2010-04-03
12.23,5.0,Sarah BECK,AUS,Perth (AUS),2010-04-17
12.23,-4.0,Yah Soucko KOITA,MLI,Abidjan (CIV),2010-04-17
12.23,0.0,DÃ©borah RODRÃGUEZ,URU,AsunciÃ³n (PAR),2010-04-17
12.23,-8.0,Angel WATSON,USA,"Baton Rouge, LA (USA)",2010-04-17
12.23,-19.0,Lorraine UGEN,GBR,Hendon (GBR),2010-04-24
12.23,20.0,Diane BORG,MLT,Marsa (MLT),2010-04-24
12.23,-10.0,Tierra BLUE,USA,"Greensboro, NC (USA)",2010-04-02
12.24,10.0,Oceane DELEUZE,FRA,"Stade Hector Rolland, Moulins (FRA)",2020-08-23
12.24,10.0,Mio FUKUSHIMA,JPN,"Athletics Stadium, Toyama (JPN)",2020-09-06
12.24,18.0,Miyuki SUGIYAMA,JPN,"Athletics Stadium, Toyama (JPN)",2020-09-06
12.24,6.0,Elena NESSENZIA,ITA,"Guidobaldi, Rieti (ITA)",2020-09-11
12.24,6.0,Yanina YURCHENKO,UKR,"Ekrem KoÃ§ak Atletizm Pisti, Istanbul (TUR)",2020-09-12
12.24,7.0,Viktoria KOLETZKO,GER,"Waldstadion, Walldorf (GER)",2020-09-12
12.24,8.0,Kailee MOORE,AUS,"SOPAC, Sydney (AUS)",2020-12-05
12.24,-2.0,Sharona BAKKER,NED,"Sports Park Mladost, Zagreb (CRO)",2020-09-15
12.24,9.0,Helen SIEPMANN,GER,"Besagroup-Sportpark, Rhede (GER)",2020-09-26
12.24,3.0,Ana Irene ELEWE,ESP,Pamplona (ESP),2020-10-03
12.24,-9.0,Miu SUZAKI,JPN,"Municipal Mizuho Stadium, Nagoya (JPN)",2020-10-03
12.24,20.0,Haruna HONDA,JPN,"Athletic Stadium, Kashiwazaki (JPN)",2020-10-10
12.24,3.0,Yukino TANAKA,JPN,Suita (JPN),2020-11-08
12.24,10.0,Maja Ã…SKAG,SWE,"Campus Valla, LinkÃ¶ping (SWE)",2020-08-22
12.24,-2.0,Nadine MERCIER,GER,"Sportanlage Burgfeld, Friedberg (GER)",2020-09-12
12.24,15.0,Tatiana KAPLANOVÃ,CZE,Kolin (CZE),2020-08-22
12.24,14.0,Theresa GREEN-WHITE,USA,"Summer Creek HS, Houston, TX (USA)",2020-03-05
12.24,18.0,Lidija TODOROVIÄ†,SRB,"KaraÄ‘orÄ‘e Stadium, Novi Sad (SRB)",2020-08-08
12.24,14.0,Mathilde DELORME,AUS,Perth (AUS),2010-12-03
12.24,19.0,Katerina KODROVÃ,CZE,"MestskÃ½ Stadion SletiÅ¡te, Kladno (CZE)",2020-07-18
12.24,17.0,Manaka SHIBATA,JPN,"Aoba Park Athletic Field, Chitose (JPN)",2020-07-12
12.24,-4.0,Elisabetta VANDI,ITA,"Guidobaldi, Rieti (ITA)",2020-07-11
12.24,5.0,Deborah AGBELESE,SUI,"Stadion Kleinholz, Olten (SUI)",2020-06-30
12.24,1.0,KateÅ™ina DVOÅ˜ÃKOVÃ,CZE,Kolin (CZE),2020-06-01
12.24,-3.0,Xinyu LUN,CHN,Shijiazhuang (CHN),2020-04-14
12.24,15.0,Miandi VAN STADEN,RSA,"McArthur Stadium, Potchefstroom (RSA)",2020-03-14
12.24,19.0,Bridget NEIDECK,AUS,"Duncan Mackinnon Reserve, Glenhuntly, Melbourne (AUS)",2020-03-12
12.24,3.0,Hailey HUNT,USA,"Riverside City College, Riverside, CA (USA)",2020-02-28
12.24,13.0,Jacoria BURTON,USA,"Traz Powell Stadium - MDC North, Miami, FL (USA)",2020-02-15
12.24,17.0,Neline BOOYSEN,RSA,"Ruimsig Stadium, Roodepoort, Johannesburg (RSA)",2020-01-25
12.24,7.0,Rajashree PRASAD,IND,Guwahati (IND),2020-01-12
12.24,16.0,Kirti BHOITE,IND,Guwahati (IND),2020-01-12
12.24,8.0,Miho SUZUKI,JPN,"Hosei University Stadium, Machida (JPN)",2020-08-02
12.24,16.0,Marine JEHAES,BEL,Seraing (BEL),2020-08-08
12.24,11.0,Gwendoline FEYEN,BEL,Nivelles (BEL),2010-09-12
12.24,6.0,Carolina PEREIRA,BRA,Uberlandia (BRA),2010-09-04
12.24,19.0,Jenni JOKINEN,FIN,Akureyri (ISL),2010-08-28
12.24,-1.0,Yuliya YURCHENKO,RUS,Krasnodar (RUS),2010-06-06
12.24,14.0,Viktoriya SHALYIGINA,RUS,Yerino (RUS),2010-06-11
12.24,8.0,Viktoriya VRUCHINSKAYA,RUS,Cheboksary (RUS),2010-06-18
12.24,18.0,Elisa CLERENCE,FRA,Bonneuil-sur-Marne (FRA),2010-06-18
12.24,16.0,Kathrin CZICHON,GER,Gladbeck (GER),2010-06-19
12.24,0.0,Samantha DAGRY,SUI,Lausanne (SUI),2010-06-19
12.24,20.0,Jessica SCHMÃœTZ,GER,Heidelberg (GER),2010-06-03
12.24,0.0,Larissa KETTENIS,GER,SaarbrÃ¼cken (GER),2010-06-20
12.24,11.0,Susana SANTOS,POR,Lisboa (POR),2010-06-26
12.24,16.0,Mita DELIA,ITA,Orvieto (ITA),2010-06-26
12.24,8.0,Taylor HILL,IVB,Santo Domingo (DOM),2010-07-02
12.24,0.0,Juliet ITOYA,ESP,AlcalÃ¡ de HenÃ¡res (ESP),2010-07-10
12.24,7.0,Marina BANOVIÄ†,CRO,Rijeka (CRO),2010-07-10
12.24,20.0,Emma FREDRIKSSON,SWE,Helsingborg (SWE),2010-07-11
12.24,16.0,Wioleta BRAGIEL,POL,RzeszÃ³w (POL),2010-06-20
12.24,-10.0,Savannah CARSON,USA,"Norfolk, VA (USA)",2010-08-02
12.24,-3.0,Aleksandra LEBEDEVA,RUS,Chelyabinsk (RUS),2010-05-29
12.24,0.0,Jill RICHARDS,GER,Bremen (GER),2010-05-29
12.24,19.0,Carlene JOHNSON,BAH,Freeport (BAH),2010-03-13
12.24,-12.0,Kristin LAWSON,USA,"Greensboro, NC (USA)",2010-04-02
12.24,-6.0,Keyona SMALLS,USA,"Greensboro, NC (USA)",2010-04-02
12.24,20.0,Ariel CAVAZOS,USA,"Auburn, AL (USA)",2010-04-17
